relative_path,file_type,category,phase,version,status,checkpoint_dependency,hardcoded_path_risk,move_risk,recommended_destination,notes
./build_v811_layer2_splits.py,py,split,Phase 1,v811_layer2,active,,YES,MEDIUM,future: scripts/splits_builders/,
./build_v811_layer2b_splits.py,py,split,Phase 1,v811_layer2b,active,,YES,MEDIUM,future: scripts/splits_builders/,
./build_v811_layer2c_splits.py,py,split,Phase 1,v811_layer2c,active,,YES,MEDIUM,future: scripts/splits_builders/,
./build_v812_diverse_base_splits.py,py,split,Phase 1,v812_diverse,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_v813_splits.py,py,split,Phase 1,v813_splits,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_v814_splits.py,py,split,Phase 1,v814_splits,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_v815_canonical_labels.py,py,core_code,Phase 1,v815_canonical,research_candidate,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./build_v815_ffonly_splits.py,py,split,Phase 1,v815_ffonly,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_v815_replication_set.py,py,core_code,Phase 1,v815_replication,research_candidate,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./build_v815_splits_v2.py,py,split,Phase 1,v815_splits,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_v815a_dualhead_splits.py,py,split,Phase 1,v815a,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_v815b_splits.py,py,split,Phase 1,v815b,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_v816_manifest.py,py,core_code,Phase 1,v816_manifest,research_candidate,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./build_v816_splits.py,py,split,Phase 1,v816_splits,research_candidate,,YES,MEDIUM,future: scripts/splits_builders/,"part of v8.12-v8.16 research track, not production"
./build_xai_evidence.py,py,xai_script,Phase 2,,active,,YES,MEDIUM,future: scripts/xai/,
./build_xai_localization_csv.py,py,xai_script,Phase 2,,active,,YES,MEDIUM,future: scripts/xai/,
./check_df40_leakage.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./check_ffhq_four_identity_overlap.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./check_ffhq_four_process_overlap.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./check_leakage_cddb_fakeclue.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./check_split_structure.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./clean_eye_multiscale.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./dedup_imdbwiki_identity.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./dedup_imdbwiki_v810.py,py,core_code,Phase 1,v810.py,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./dedup_phash_ffpp_vs_aiguard.py,py,core_code,Phase 3,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./dedup_phash_ultimate_test.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./dedup_ultimate_test.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./diagnose_cascade_subset_v815b.py,py,audit_script,Phase 1,v815b,research_candidate,shufflenet_v2_layer2_v815b_14.pth,YES,MEDIUM,future: scripts/audit/,"part of v8.12-v8.16 research track, not production"
./diagnose_face_crop.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./diagnose_fft_branch.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./diagnose_filter_carryover.py,py,audit_script,Phase 1,,active,,YES,MEDIUM,future: scripts/audit/,
./diagnose_int8_collapse.py,py,audit_script,Phase 3,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/audit/,touches production checkpoint(s)
./diagnose_int8_collapse2.py,py,audit_script,Phase 3,,active,,YES,MEDIUM,future: scripts/audit/,
./download_celeba_test.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./download_celeba_train.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./download_diffusionface_diffswap.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./download_imdbwiki.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./download_vggface2_test.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./download_vggface2_topup.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./download_vggface2_train_sample.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./eval_ABCD_cross_combination.py,py,eval_script,Phase 1,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v811.pth|shufflenet_v2_layer2_v812.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_C_0.85_final_confirmation.py,py,eval_script,Phase 1,,active,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v815ablation_cellC_unfreeze1_inv0.pth,YES,MEDIUM,future: scripts/eval/,
./eval_df40_benchmark.py,py,eval_script,Phase 1,,active,shufflenet_v2_layer1_v811c.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_fakeclue_leakage_compare.py,py,eval_script,Phase 1,,active,shufflenet_v2_3class_v81.pth,YES,MEDIUM,future: scripts/eval/,
./eval_ffpp_zeroshot_v811.py,py,eval_script,Phase 3,v811.py,production,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_paired_both_domains.py,py,eval_script,Phase 1,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_replication_auroc.py,py,eval_script,Phase 1,,active,shufflenet_v2_layer2_v815ablation_cellC_unfreeze1_inv0.pth,YES,MEDIUM,future: scripts/eval/,
./eval_replication_auroc_v816.py,py,eval_script,Phase 1,v816.py,research_candidate,shufflenet_v2_layer2_v816_mixedlineage.pth,YES,MEDIUM,future: scripts/eval/,"part of v8.12-v8.16 research track, not production"
./eval_replication_set.py,py,eval_script,Phase 1,,active,shufflenet_v2_layer2_v815ablation_cellC_unfreeze1_inv0.pth,YES,MEDIUM,future: scripts/eval/,
./eval_replication_set_v816.py,py,eval_script,Phase 1,v816.py,research_candidate,shufflenet_v2_layer2_v816_mixedlineage.pth,YES,MEDIUM,future: scripts/eval/,"part of v8.12-v8.16 research track, not production"
./eval_shadow_set.py,py,eval_script,Phase 3,,active,,YES,MEDIUM,future: scripts/eval/,
./eval_truetest_filter_bytype_v811.py,py,eval_script,Phase 1,v811.py,production,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_truetest_paired.py,py,eval_script,Phase 1,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_v811_gates.py,py,eval_script,Phase 1,v811_gates,production,shufflenet_v2_layer1_v811c.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_v811_layer1_shadow.py,py,eval_script,Phase 3,v811_layer1,production,shufflenet_v2_layer1_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_v811_layer2_shadow.py,py,eval_script,Phase 3,v811_layer2,production,shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/eval/,touches production checkpoint(s)
./eval_v812_vs_v811.py,py,eval_script,Phase 1,v812_vs,research_candidate,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v811.pth|shufflenet_v2_layer2_v812.pth,YES,MEDIUM,future: scripts/eval/,"touches production checkpoint(s); part of v8.12-v8.16 research track, not production"
./eval_v815_ablation_full.py,py,eval_script,Phase 1,v815_ablation,research_candidate,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v815ablation_cellA_unfreeze0_inv0.pth|shufflenet_v2_layer2_v815ablation_cellB_unfreeze0_inv1.pth|shufflenet_v2_layer2_v815ablation_cellC_unfreeze1_inv0.pth|shufflenet_v2_layer2_v815ablation_cellD_unfreeze1_inv1.pth,YES,MEDIUM,future: scripts/eval/,"part of v8.12-v8.16 research track, not production"
./eval_v815a_dualhead.py,py,eval_script,Phase 1,v815a,research_candidate,shufflenet_v2_layer2_v815a_v812.pth|shufflenet_v2_layer2_v815a_v814.pth|shufflenet_v2_layer2_v815b_14.pth,YES,MEDIUM,future: scripts/eval/,"part of v8.12-v8.16 research track, not production"
./export_mobile_tflite.py,py,deployment_script,Phase 3,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/deployment/,touches production checkpoint(s)
./extract_celebdf_frames.py,py,core_code,Phase 3,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./extract_ffpp_frames.py,py,core_code,Phase 3,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./extract_imdbwiki_clean_sample.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./extract_imdbwiki_v810_disjoint.py,py,core_code,Phase 1,v810_disjoint,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./extract_imdbwiki_v810_expanded.py,py,core_code,Phase 1,v810_expanded,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_demo_composites.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_fake_filter_hard_neg.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_fake_filter_misclass_chart.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_gt_vs_gradcam_figures.py,py,xai_script,Phase 2,,active,,YES,MEDIUM,future: scripts/xai/,
./generate_imdbwiki_filters.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_landmark_gt.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_phase2_v1_v4_chart.py,py,core_code,Phase 1,v1_v,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_phase3_outcomes_chart.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_shadow_filters.py,py,core_code,Phase 3,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_system_overview_png.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_tradeoff_chart.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_v810b_disjoint_filters.py,py,core_code,Phase 1,v810b,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_v810b_filters.py,py,core_code,Phase 1,v810b,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_v811_confusion_matrix.py,py,core_code,Phase 1,v811_confusion,production,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./generate_v815b_paired_consistency.py,py,core_code,Phase 1,v815b,research_candidate,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./generate_vggface2_filters.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./measure_mobile_memory.py,py,deployment_script,Phase 3,,active,shufflenet_v2_layer1_v811c.pth,YES,MEDIUM,future: scripts/deployment/,
./mine_fake_filter_hardneg_v813.py,py,core_code,Phase 1,v813.py,research_candidate,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v812.pth,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./mine_route_filtered_v814.py,py,core_code,Phase 1,v814.py,research_candidate,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v812.pth,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./mine_route_filtered_v814_df40_topup.py,py,core_code,Phase 1,v814_df40,research_candidate,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v812.pth,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./mine_route_filtered_v814_round2.py,py,core_code,Phase 1,v814_round2,research_candidate,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v812.pth,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),"part of v8.12-v8.16 research track, not production"
./mine_v811_layer1_round2.py,py,core_code,Phase 1,v811_layer1,production,shufflenet_v2_layer1_v811b.pth,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./mine_v811_layer1_round3.py,py,core_code,Phase 1,v811_layer1,production,shufflenet_v2_layer1_v811c.pth,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./mine_v811_layer1_round4_newsource.py,py,core_code,Phase 1,v811_layer1,production,shufflenet_v2_layer1_v811c.pth,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./mobile_fft.py,py,deployment_script,Phase 3,,active,,NO,LOW,future: scripts/deployment/,
./phase2_composite_explanation.py,py,xai_script,Phase 2,,active,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v815ablation_cellC_unfreeze1_inv0.pth,YES,MEDIUM,future: scripts/xai/,
./phase2_composite_filtertype_accuracy.py,py,xai_script,Phase 2,,active,,YES,MEDIUM,future: scripts/xai/,
./phase2_p0_v811_filter_gradcam_validation.py,py,xai_script,Phase 2,v811_filter,production,shufflenet_v2_3class_v88.pth|shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/xai/,touches production checkpoint(s)
./phase2_source_stratified_eval_adapter.py,py,xai_script,Phase 2,,active,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v816_mixedlineage.pth,YES,MEDIUM,future: scripts/xai/,
./phase2_whitening_pointinggame_diagnostic.py,py,xai_script,Phase 2,,active,,YES,MEDIUM,future: scripts/xai/,
./pipeline.py,py,core_code,Phase 1,,production,region_head_v1.pth|shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,HIGH,root (do not move),Production entry point; forbidden to modify per task scope; touches production checkpoint(s)
./rebuild_splits_from_clean.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./run_full_cleaning.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./run_teacher_calibration.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./run_teacher_filter_ablation.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./run_teacher_filter_logit.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./run_teacher_qwen2vl.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./run_teacher_qwen2vl_v2.py,py,core_code,Phase 1,v2.p,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./run_teacher_qwen2vl_v2_fix.py,py,core_code,Phase 1,v2_f,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./sample_stylegan3.py,py,core_code,Phase 1,,active,,NO,LOW,future: scripts/data_prep/ or keep at root (case-by-case),
./select_p3m0_calibration_samples.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./select_p3m0_samples.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./sync_splits.py,py,core_code,Phase 1,,active,,YES,MEDIUM,future: scripts/data_prep/ or keep at root (case-by-case),
./test_explanation_wording_regression.py,py,eval_script,Phase 1,,active,,YES,MEDIUM,future: scripts/eval/,
./test_v813_on_known_hard_subset.py,py,eval_script,Phase 1,v813_on,research_candidate,shufflenet_v2_layer1_v812.pth|shufflenet_v2_layer2_v813.pth,YES,MEDIUM,future: scripts/eval/,"part of v8.12-v8.16 research track, not production"
./threshold_sweep_v815.py,py,eval_script,Phase 1,v815.py,research_candidate,shufflenet_v2_layer2_v815ablation_cellA_unfreeze0_inv0.pth|shufflenet_v2_layer2_v815ablation_cellC_unfreeze1_inv0.pth|shufflenet_v2_layer2_v815ablation_cellD_unfreeze1_inv1.pth,YES,MEDIUM,future: scripts/eval/,"part of v8.12-v8.16 research track, not production"
./threshold_sweep_v816.py,py,eval_script,Phase 1,v816.py,research_candidate,shufflenet_v2_layer2_v816_mixedlineage.pth,YES,MEDIUM,future: scripts/eval/,"part of v8.12-v8.16 research track, not production"
./verify_mobile_fft.py,py,deployment_script,Phase 3,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/deployment/,touches production checkpoint(s)
./verify_tflite_fp16.py,py,deployment_script,Phase 3,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/deployment/,touches production checkpoint(s)
./verify_v810a_auroc_methodology.py,py,audit_script,Phase 1,v810a,active,shufflenet_v2_3class_v810a.pth,YES,MEDIUM,future: scripts/audit/,
./visualize_lab_diff_bleed.py,py,xai_script,Phase 2,,active,,YES,MEDIUM,future: scripts/xai/,
./xai_eval_protocol.py,py,eval_script,Phase 1,,active,region_head_v4.pth|shufflenet_v2_3class_v88.pth,YES,MEDIUM,future: scripts/eval/,
./xai_faithfulness_blur_test.py,py,xai_script,Phase 2,,active,,YES,MEDIUM,future: scripts/xai/,
./xai_faithfulness_test.py,py,xai_script,Phase 2,,active,shufflenet_v2_layer1_v811d.pth|shufflenet_v2_layer2_v811.pth,YES,MEDIUM,future: scripts/xai/,touches production checkpoint(s)
./artifact_classifier_v3.pth,pth,checkpoint,Phase 1,artifact_classifier_v3,production,N/A (is a checkpoint),N/A,HIGH,root (do not move),Layer1/Layer2/artifact classifier production set (pipeline.py)
./region_head_v1.pth,pth,checkpoint,Phase 1,region_head_v1,historical,N/A (is a checkpoint),N/A,LOW,"future: checkpoints/research/ (Stage C only, after full reference check)",Superseded region head; removed from pipeline.py 2026-08-02 (near-total label degeneracy found)
./region_head_v2.pth,pth,checkpoint,Phase 1,region_head_v2,historical,N/A (is a checkpoint),N/A,LOW,"future: checkpoints/research/ (Stage C only, after full reference check)",Superseded region head iteration
./region_head_v3.pth,pth,checkpoint,Phase 1,region_head_v3,historical,N/A (is a checkpoint),N/A,LOW,"future: checkpoints/research/ (Stage C only, after full reference check)",Superseded region head iteration; referenced in xai_eval_protocol.py and TODO.md
./region_head_v4.pth,pth,checkpoint,Phase 1,region_head_v4,historical,N/A (is a checkpoint),N/A,LOW,"future: checkpoints/research/ (Stage C only, after full reference check)",Latest region head iteration but still not used by pipeline.py (fake regions are global-level only per pipeline.py comment)
./shufflenet_v2_layer1_v811.pth,pth,checkpoint,Phase 1,layer1_v811,historical,N/A (is a checkpoint),N/A,LOW,"future: checkpoints/research/ (Stage C only, after full reference check)","Pre-hard-neg Layer1, superseded by v811b/c/d"
./shufflenet_v2_layer1_v811b.pth,pth,checkpoint,Phase 1,layer1_v811b,historical,N/A (is a checkpoint),N/A,LOW,"future: checkpoints/research/ (Stage C only, after full reference check)",Superseded Layer1 iteration
./shufflenet_v2_layer1_v811c.pth,pth,checkpoint,Phase 1,layer1_v811c,historical,N/A (is a checkpoint),N/A,LOW,"future: checkpoints/research/ (Stage C only, after full reference check)",Previous production Layer1 before v811d round4 fine-tune
./shufflenet_v2_layer1_v811d.pth,pth,checkpoint,Phase 1,layer1_v811d,production,N/A (is a checkpoint),N/A,HIGH,root (do not move),PRODUCTION Layer1 -- pipeline.py LAYER1_WEIGHTS_PATH
./shufflenet_v2_layer1_v812.pth,pth,checkpoint,Phase 1,layer1_v812,research_candidate,N/A (is a checkpoint),N/A,MEDIUM,"future: checkpoints/research/ (Stage C only, after full reference check)",v8.12 base-diversity experiment Layer1; rejected for production
