base_id,source,source_stem,resolution_condition,filter_type,base_image_sha256,base_resolution,resized_resolution,resize_method,face_bbox,final_model_input_shape,filter_params,jpeg_policy,output_path,output_sha256,status,note
repl0001_clean,DF40-cdf-DiT,27001,canonical_512,face_reshaping,fcb579cb9ca826bc8939e403a39c92c511bbd611da0e96d4a70d3d5322d5ab03,256x256,512x512,2,"194.8,151.2,261.2,321.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical512_face_reshaping.png,79b7cab6ec779a50c482421126510859a2c79305739cb9a783a59a1aa33add4c,OK_GENERATED,
repl0001_clean,DF40-cdf-DiT,27001,canonical_1024,clean,fcb579cb9ca826bc8939e403a39c92c511bbd611da0e96d4a70d3d5322d5ab03,256x256,1024x1024,2,"389.4,302.6,522.7,643.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical1024_clean.png,2ba5cb06fb3acf7e134ace5607186fea2783cf282cf3139aae4fe31b46a68dec,OK_GENERATED,
repl0001_clean,DF40-cdf-DiT,27001,canonical_1024,smoothing_medium,fcb579cb9ca826bc8939e403a39c92c511bbd611da0e96d4a70d3d5322d5ab03,256x256,1024x1024,2,"389.4,302.6,522.7,643.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical1024_smoothing_medium.png,8e8bb01c32905c05e88c8b467ce383736f658a185abad342d2a188b54104b3b9,OK_GENERATED,
repl0001_clean,DF40-cdf-DiT,27001,canonical_1024,whitening_medium,fcb579cb9ca826bc8939e403a39c92c511bbd611da0e96d4a70d3d5322d5ab03,256x256,1024x1024,2,"389.4,302.6,522.7,643.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical1024_whitening_medium.png,d4c618c90ec33fde46d04e8ac8acff028b7a7c49dd5e5b85e88954f8fc0d4d41,OK_GENERATED,
repl0001_clean,DF40-cdf-DiT,27001,canonical_1024,eye_enlarging,fcb579cb9ca826bc8939e403a39c92c511bbd611da0e96d4a70d3d5322d5ab03,256x256,1024x1024,2,"389.4,302.6,522.7,643.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical1024_eye_enlarging.png,1813cf86ed243e7ad1509af9c38c6aeecbf24978bf433c85a4d85dfc89f24604,OK_GENERATED,
repl0001_clean,DF40-cdf-DiT,27001,canonical_1024,face_reshaping,fcb579cb9ca826bc8939e403a39c92c511bbd611da0e96d4a70d3d5322d5ab03,256x256,1024x1024,2,"389.4,302.6,522.7,643.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical1024_face_reshaping.png,ec42bbeca390bd1e8b91c23174e006af710130948071ce9bf48f70afc79d782c,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,native,clean,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,256x256,"N/A (reused existing file, not regenerated)",,"224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\v815_replication_set\repl0002_clean.jpg,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,OK_REUSED_EXISTING,
repl0002_clean,DF40-cdf-DiT,27935,canonical_256,clean,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,256x256,2,"77.4,71.8,143.0,165.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical256_clean.png,66a91fd9acca9b91938c1f714d8345bd14b4f83b0e9589843b50849bd2a0929d,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_256,smoothing_medium,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,256x256,2,"77.4,71.8,143.0,165.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical256_smoothing_medium.png,6a6ef5c930c04b7b84817680191b883f22febb46836a29dceacf1b94f2397a47,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_256,whitening_medium,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,256x256,2,"77.4,71.8,143.0,165.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical256_whitening_medium.png,776a89c4a207d49b3c7f39e7b078728b42335f50426219782ee4971e44dd1aec,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_256,eye_enlarging,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,256x256,2,"77.4,71.8,143.0,165.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical256_eye_enlarging.png,ed1580bc84688cab01545ec28167f15714cdecad0cab1b2cdea0a5656a9c2c91,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_256,face_reshaping,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,256x256,2,"77.4,71.8,143.0,165.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical256_face_reshaping.png,6117a7e656b13c99c4690b2b0d5622804211f71a21384a7894b8324b69ec55ff,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_512,clean,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,512x512,2,"154.9,144.4,286.5,329.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical512_clean.png,193e25f76cb26bcff917fd3fd64eec0844f46596dc6d3f46108beddd56317e40,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_512,smoothing_medium,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,512x512,2,"154.9,144.4,286.5,329.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical512_smoothing_medium.png,15f04664f2db80ddb30fef0d614c970a6f555dd5b4008831746ec59b0fe07eb9,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_512,whitening_medium,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,512x512,2,"154.9,144.4,286.5,329.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical512_whitening_medium.png,88aedceb838b3adeafca86440249c53b1496445623054451f92e45c84eccc52c,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_512,eye_enlarging,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,512x512,2,"154.9,144.4,286.5,329.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical512_eye_enlarging.png,b6c92a495516e8eb06ec85ccffe760fb954bb6d30bd8be1a3c81495ebea5a338,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_512,face_reshaping,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,512x512,2,"154.9,144.4,286.5,329.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical512_face_reshaping.png,2cea3ff11c8902c47cd6493fa6c914f50a231a93dba6aa78b5861c8a6064a3a6,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_1024,clean,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,1024x1024,2,"309.6,288.4,576.2,661.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical1024_clean.png,44235e4a3465a21cb20552b62709cdd66119a079a48a147e70f5e0bc17d900fa,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_1024,smoothing_medium,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,1024x1024,2,"309.6,288.4,576.2,661.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical1024_smoothing_medium.png,641bedcb1b66f124f1881fbfdfe4e741623185571091655c77cf229c7c106dbd,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_1024,whitening_medium,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,1024x1024,2,"309.6,288.4,576.2,661.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical1024_whitening_medium.png,fe049650ae21220b963094ac771d79e9ce392e00ae8d01d1d96ae7a85b5db95e,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_1024,eye_enlarging,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,1024x1024,2,"309.6,288.4,576.2,661.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical1024_eye_enlarging.png,40b557b11670a3d098e58592b6406462d9bfb68d49da1f35db9e76f22db93134,OK_GENERATED,
repl0002_clean,DF40-cdf-DiT,27935,canonical_1024,face_reshaping,442412a43e059c7e901ced4db507891ea413d155f560d14f4995000fa180fd9b,256x256,1024x1024,2,"309.6,288.4,576.2,661.1","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0002_clean_canonical1024_face_reshaping.png,b37395c50bfd1b940771ec3c66a95604f67fbbca81bfb129dac47057b9e920ad,OK_GENERATED,
repl0003_clean,DF40-cdf-DiT,5576,native,clean,f2456291ab501fffc2995600d90ce7ce3e715f2a681067a0d9a248d941a54911,256x256,256x256,"N/A (reused existing file, not regenerated)",,"224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\v815_replication_set\repl0003_clean.jpg,f2456291ab501fffc2995600d90ce7ce3e715f2a681067a0d9a248d941a54911,OK_REUSED_EXISTING,
repl0003_clean,DF40-cdf-DiT,5576,canonical_256,clean,f2456291ab501fffc2995600d90ce7ce3e715f2a681067a0d9a248d941a54911,256x256,256x256,2,"76.7,78.1,133.8,157.2","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0003_clean_canonical256_clean.png,de8b3a65cba5f304fbef7dc98150458b5cf46e1db1bfa6a4e4e99f8eae82b4dc,OK_GENERATED,
repl0003_clean,DF40-cdf-DiT,5576,canonical_256,smoothing_medium,f2456291ab501fffc2995600d90ce7ce3e715f2a681067a0d9a248d941a54911,256x256,256x256,2,"76.7,78.1,133.8,157.2","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0003_clean_canonical256_smoothing_medium.png,fcacfbb9b447a1007bec6dfabe538c3b61185a995eb686023ea3604abae5b79f,OK_GENERATED,
repl0003_clean,DF40-cdf-DiT,5576,canonical_256,whitening_medium,f2456291ab501fffc2995600d90ce7ce3e715f2a681067a0d9a248d941a54911,256x256,256x256,2,"76.7,78.1,133.8,157.2","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0003_clean_canonical256_whitening_medium.png,b4dd63d03d257190cca2d84eabd76fde3b7034bdbdc4d0c07d4bb79b4ea7ad2f,OK_GENERATED,
repl0003_clean,DF40-cdf-DiT,5576,canonical_256,eye_enlarging,f2456291ab501fffc2995600d90ce7ce3e715f2a681067a0d9a248d941a54911,256x256,256x256,2,"76.7,78.1,133.8,157.2","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0003_clean_canonical256_eye_enlarging.png,a058c6e1d3c67a88196c7b078d78792148294d8cfa3910a6a5a24e4eb6fd5b92,OK_GENERATED,
repl0003_clean,DF40-cdf-DiT,5576,canonical_256,face_reshaping,f2456291ab501fffc2995600d90ce7ce3e715f2a681067a0d9a248d941a54911,256x256,256x256,2,"76.7,78.1,133.8,157.2","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0003_clean_canonical256_face_reshaping.png,b5044c31869319f98c00cd92f43167e1665c5e26ec0c243209406ac471cdbd6d,OK_GENERATED,
